,Dataset Name,Cross Validation,Algorithm Name,Accuracy,TPR,FPR,Precision,AUC,AUPRC,Training Time,Inference Time
0,Breast Cancer,1,Snapshot Ensemble,0.7241379310344828,0.0,0.0,0.0,0.4583333333333332,0.4369401500029821,62.55127811431885,332.3798755119587
1,Breast Cancer,1,RandomForest,0.6551724137931034,0.0,0.0952380952380952,0.0,0.4523809523809524,0.25,0.129887580871582,0.5102897512501684
2,Breast Cancer,2,Snapshot Ensemble,0.6896551724137931,0.0,0.0,0.0,0.5555555555555556,0.481046313176692,31.463117599487305,409.60039763615055
3,Breast Cancer,2,RandomForest,0.6551724137931034,0.0,0.05,0.0,0.475,0.25,0.0177507400512695,0.9047162943872912
4,Breast Cancer,3,Snapshot Ensemble,0.7586206896551724,0.2222222222222222,0.0,1.0,0.838888888888889,0.8612503715674575,47.68821144104004,227.9861548851277
5,Breast Cancer,3,RandomForest,0.7586206896551724,0.4444444444444444,0.1,0.6666666666666666,0.6722222222222223,0.7692743764172336,0.0231671333312988,0.1679782209725215
6,Breast Cancer,4,Snapshot Ensemble,0.6896551724137931,0.0,0.0,0.0,0.8388888888888889,0.8589166248080444,32.12756681442261,185.37904476297317
7,Breast Cancer,4,RandomForest,0.7586206896551724,0.2222222222222222,0.0,1.0,0.6111111111111112,0.8055555555555556,0.6759703159332275,3.8437103403025663
8,Breast Cancer,5,Snapshot Ensemble,0.7586206896551724,0.2222222222222222,0.0,1.0,0.8944444444444444,0.9113320016365676,22.274348258972168,53.43329495397108
9,Breast Cancer,5,RandomForest,0.7931034482758621,0.4444444444444444,0.05,0.8,0.6972222222222223,0.8105493133583022,0.062720775604248,0.857986252883385
10,Breast Cancer,6,Snapshot Ensemble,0.7931034482758621,0.3333333333333333,0.0,1.0,0.8722222222222222,0.86379435410508,28.321377754211422,133.1477083008865
11,Breast Cancer,6,RandomForest,0.6896551724137931,0.2222222222222222,0.1,0.5,0.5611111111111111,0.6503831417624522,0.0153040885925292,0.0744441459918844
12,Breast Cancer,7,Snapshot Ensemble,0.6428571428571429,0.375,0.25,0.375,0.6312499999999999,0.6875389688290224,20.617583751678467,269.33142968586515
13,Breast Cancer,7,RandomForest,0.6785714285714286,0.75,0.35,0.4615384615384615,0.7,0.7784090909090908,0.0029215812683105,0.0498209680829729
14,Breast Cancer,8,Snapshot Ensemble,0.5714285714285714,0.25,0.3,0.25,0.4687499999999999,0.5755903363781973,50.94546890258789,121.03342158453806
15,Breast Cancer,8,RandomForest,0.5357142857142857,0.375,0.4,0.2727272727272727,0.4874999999999999,0.5856854838709677,0.0159628391265869,0.3825340952192034
16,Breast Cancer,9,Snapshot Ensemble,0.75,0.375,0.1,0.6,0.7687499999999999,0.7508048732313438,22.006997108459476,71.09519413539341
17,Breast Cancer,9,RandomForest,0.7142857142857143,0.5,0.2,0.5,0.65,0.7321428571428572,0.0205481052398681,0.0702142715454101
18,Breast Cancer,10,Snapshot Ensemble,0.75,0.5,0.15,0.5714285714285714,0.6312499999999999,0.5522961772349777,10.145633459091188,197.6439782551357
19,Breast Cancer,10,RandomForest,0.5714285714285714,0.125,0.25,0.1666666666666666,0.4374999999999999,0.4479166666666667,0.0028605461120605,0.0437753541128976
