,Dataset Name,Cross Validation,Algorithm Name,Accuracy,TPR,FPR,Precision,AUC,AUPRC,Training Time,Inference Time
0,Prnn Synth,1,Snapshot Ensemble,0.84,0.8333333333333334,0.1538461538461538,0.8333333333333334,0.9423076923076924,0.9416434555531032,64.24090886116028,109.39855575561523
1,Prnn Synth,1,RandomForest,0.8,0.6666666666666666,0.0769230769230769,0.8888888888888888,0.794871794871795,0.8649425287356323,0.6233170032501221,4.996109008789063
2,Prnn Synth,2,Snapshot Ensemble,0.92,0.9166666666666666,0.0769230769230769,0.9166666666666666,0.9807692307692308,0.9817094872801724,81.82152032852173,269.4473457336426
3,Prnn Synth,2,RandomForest,0.96,0.9166666666666666,0.0,1.0,0.9583333333333334,0.9791666666666669,0.0554299354553222,0.8778762817382812
4,Prnn Synth,3,Snapshot Ensemble,0.92,0.9166666666666666,0.0769230769230769,0.9166666666666666,0.9935897435897436,0.9937980030721968,21.27556824684143,152.72906303405762
5,Prnn Synth,3,RandomForest,0.96,0.9166666666666666,0.0,1.0,0.9583333333333334,0.9791666666666669,0.0076923370361328,0.0616168975830078
6,Prnn Synth,4,Snapshot Ensemble,0.84,0.9166666666666666,0.2307692307692307,0.7857142857142857,0.9615384615384616,0.9693637217777892,83.53553557395935,111.52240753173828
7,Prnn Synth,4,RandomForest,0.8,0.8333333333333334,0.2307692307692307,0.7692307692307693,0.8012820512820513,0.8498995983935743,0.9017648696899414,3.4680652618408203
8,Prnn Synth,5,Snapshot Ensemble,0.8,0.8333333333333334,0.2307692307692307,0.7692307692307693,0.8461538461538461,0.8327824058534175,82.64356589317322,132.7265167236328
9,Prnn Synth,5,RandomForest,0.72,0.6666666666666666,0.2307692307692307,0.7272727272727273,0.7179487179487182,0.7880952380952382,0.1752781867980957,0.2035808563232422
10,Prnn Synth,6,Snapshot Ensemble,0.84,1.0,0.3333333333333333,0.7647058823529411,0.9615384615384616,0.9663398701557876,44.205456256866455,113.46891403198242
11,Prnn Synth,6,RandomForest,0.76,1.0,0.5,0.6842105263157895,0.75,0.8333333333333333,0.9570209980010986,2.0893096923828125
12,Prnn Synth,7,Snapshot Ensemble,0.76,0.8461538461538461,0.3333333333333333,0.7333333333333333,0.8525641025641026,0.851430784542192,21.57187533378601,79.84413146972656
13,Prnn Synth,7,RandomForest,0.88,0.9230769230769232,0.1666666666666666,0.8571428571428571,0.8782051282051281,0.9042986425339368,0.0839390754699707,0.063486099243164
14,Prnn Synth,8,Snapshot Ensemble,0.84,0.7692307692307693,0.0833333333333333,0.9090909090909092,0.9423076923076924,0.946072260966437,45.382216691970825,66.02431297302246
15,Prnn Synth,8,RandomForest,0.76,0.6153846153846154,0.0833333333333333,0.8888888888888888,0.7660256410256411,0.8442131263232181,0.0210506916046142,0.4553604125976562
16,Prnn Synth,9,Snapshot Ensemble,0.96,0.9230769230769232,0.0,1.0,0.9743589743589745,0.9801805337519622,86.40630507469177,171.0669708251953
17,Prnn Synth,9,RandomForest,0.96,0.9230769230769232,0.0,1.0,0.9615384615384616,0.9807692307692308,0.8291175365447998,2.536172866821289
18,Prnn Synth,10,Snapshot Ensemble,0.84,0.7692307692307693,0.0833333333333333,0.9090909090909092,0.9487179487179488,0.9480808125032196,42.39413809776306,33.8530158996582
19,Prnn Synth,10,RandomForest,0.84,0.6923076923076923,0.0,1.0,0.8461538461538461,0.9230769230769232,0.8464856147766113,2.7854061126708984
