,Dataset Name,Cross Validation,Algorithm Name,Accuracy,TPR,FPR,Precision,AUC,AUPRC,Training Time,Inference Time
0,Blood,1,Snapshot Ensemble,0.64,0.8888888888888888,0.4385964912280701,0.3902439024390244,0.8830409356725145,0.8744741195967832,177.30918192863464,33.0364735921224
1,Blood,1,RandomForest,0.3333333333333333,0.8888888888888888,0.8421052631578947,0.25,0.5233918128654966,0.7289789789789788,0.3585097789764404,0.7442474365234375
2,Blood,2,Snapshot Ensemble,0.76,0.0,0.0,0.0,0.9990253411306044,0.9990144871839663,206.70255875587463,83.67148081461589
3,Blood,2,RandomForest,0.6533333333333333,0.3333333333333333,0.2456140350877192,0.3,0.5438596491228072,0.6212121212121212,0.0256693363189697,0.146182378133138
4,Blood,3,Snapshot Ensemble,0.76,0.0,0.0,0.0,0.9980506822612084,0.9979702671623956,56.00592422485352,34.215294520060226
5,Blood,3,RandomForest,0.7733333333333333,0.2222222222222222,0.0526315789473684,0.5714285714285714,0.584795321637427,0.7098108747044918,0.0268900394439697,0.0216229756673177
6,Blood,4,Snapshot Ensemble,0.76,0.0,0.0,0.0,0.9961013645224172,0.9956333107955826,66.65904831886292,40.643889109293625
7,Blood,4,RandomForest,0.76,0.1666666666666666,0.0526315789473684,0.5,0.5570175438596492,0.6716666666666666,0.0172140598297119,0.0225575764973958
8,Blood,5,Snapshot Ensemble,0.76,0.0,0.0,0.0,0.9883040935672516,0.981012165522016,203.26703572273252,11.31732940673828
9,Blood,5,RandomForest,0.7466666666666667,0.0,0.0175438596491228,0.0,0.4912280701754386,0.2499999999999999,0.1556882858276367,0.2548058827718099
10,Blood,6,Snapshot Ensemble,0.76,0.0,0.0,0.0,0.9980506822612084,0.9980633555386909,44.20526075363159,29.46872393290202
11,Blood,6,RandomForest,0.7466666666666667,0.0,0.0175438596491228,0.0,0.4912280701754386,0.2499999999999999,0.0382463932037353,0.0284989674886067
12,Blood,7,Snapshot Ensemble,0.7866666666666666,0.4444444444444444,0.1052631578947368,0.5714285714285714,0.7480506822612084,0.7592082469627743,21.997732877731323,79.03651873270671
13,Blood,7,RandomForest,0.7333333333333333,0.3333333333333333,0.1403508771929824,0.4285714285714285,0.5964912280701755,0.6851851851851852,0.0507159233093261,0.0330225626627604
14,Blood,8,Snapshot Ensemble,0.7866666666666666,0.1111111111111111,0.0,1.0,1.0,1.0,40.85206985473633,48.03728421529134
15,Blood,8,RandomForest,0.7733333333333333,0.5,0.1403508771929824,0.5294117647058824,0.6798245614035088,0.7654109589041096,0.0029680728912353,0.0161488850911458
16,Blood,9,Snapshot Ensemble,0.7702702702702703,0.0,0.0,0.0,0.9917440660474716,0.9925632966046078,143.31828665733337,16.79550634848105
17,Blood,9,RandomForest,0.7027027027027027,0.0588235294117647,0.1052631578947368,0.1428571428571428,0.4767801857585139,0.443951165371809,0.0176210403442382,0.0300568503302496
18,Blood,10,Snapshot Ensemble,0.7702702702702703,0.0,0.0,0.0,0.873581011351909,0.9001173343670985,136.40533924102783,42.60566750088254
19,Blood,10,RandomForest,0.7432432432432432,0.0588235294117647,0.0526315789473684,0.25,0.5030959752321982,0.52859477124183,0.0307579040527343,0.0293577039563978
