,Dataset Name,Cross Validation,Algorithm Name,Accuracy,TPR,FPR,Precision,AUC,AUPRC,Training Time,Inference Time
0,Kidney,1,Snapshot Ensemble,0.5,1.0,1.0,0.5,0.1875,0.3285714285714286,42.14754772186279,1008.000373840332
1,Kidney,1,RandomForest,0.75,1.0,0.5,0.6666666666666666,0.75,0.8333333333333333,0.0025207996368408,0.1498162746429443
2,Kidney,2,Snapshot Ensemble,0.0,0.0,1.0,0.0,0.0,0.3029761904761905,22.56384348869324,545.6675589084625
3,Kidney,2,RandomForest,0.5,0.0,0.0,0.0,0.5,0.75,0.0025808811187744,0.1574158668518066
4,Kidney,3,Snapshot Ensemble,0.5,1.0,1.0,0.5,0.375,0.375,14.836055040359495,1312.3426139354706
5,Kidney,3,RandomForest,0.625,0.75,0.5,0.6,0.625,0.7375,0.0025923252105712,0.1639127731323242
6,Kidney,4,Snapshot Ensemble,0.5,1.0,1.0,0.5,0.125,0.3166666666666666,24.23929238319397,2274.236023426056
7,Kidney,4,RandomForest,0.625,0.5,0.25,0.6666666666666666,0.625,0.7083333333333333,0.0024480819702148,0.1495778560638427
8,Kidney,5,Snapshot Ensemble,0.5,0.5,0.5,0.5,0.375,0.3779761904761904,54.4996554851532,1441.6964948177338
9,Kidney,5,RandomForest,0.875,0.75,0.0,1.0,0.875,0.9375,0.0250723361968994,3.161311149597168
10,Kidney,6,Snapshot Ensemble,0.5,1.0,1.0,0.5,0.125,0.3196428571428572,14.327507257461548,1041.4070188999176
11,Kidney,6,RandomForest,0.625,0.75,0.5,0.6,0.625,0.7375,0.0107851028442382,0.231325626373291
12,Kidney,7,Snapshot Ensemble,0.4285714285714285,0.5,0.6666666666666666,0.5,0.1666666666666666,0.3330627705627705,47.75270962715149,714.0827519553048
13,Kidney,7,RandomForest,0.7142857142857143,0.75,0.3333333333333333,0.75,0.7083333333333333,0.7836538461538461,0.028327465057373,3.256218773978097
14,Kidney,8,Snapshot Ensemble,0.2857142857142857,0.5,1.0,0.4,0.1666666666666666,0.3300865800865801,24.682722091674805,1601.2843676975797
15,Kidney,8,RandomForest,0.7142857142857143,0.75,0.3333333333333333,0.75,0.7083333333333333,0.7836538461538461,0.0232832431793212,1.7210074833461215
16,Kidney,9,Snapshot Ensemble,0.5714285714285714,1.0,1.0,0.5714285714285714,0.25,0.5249999999999999,23.21170544624329,1029.3374402182444
17,Kidney,9,RandomForest,0.7142857142857143,0.5,0.0,1.0,0.75,0.875,0.0115163326263427,0.2533367701939174
18,Kidney,10,Snapshot Ensemble,0.5714285714285714,0.5,0.3333333333333333,0.6666666666666666,0.75,0.8027149321266969,26.131118059158325,2474.0462643759597
19,Kidney,10,RandomForest,0.7142857142857143,0.5,0.0,1.0,0.75,0.875,0.0133426189422607,0.2853529793875558
