,Dataset Name,Cross Validation,Algorithm Name,Accuracy,TPR,FPR,Precision,AUC,AUPRC,Training Time,Inference Time
0,Statlog Heart,1,Snapshot Ensemble,0.7777777777777778,0.8333333333333334,0.2666666666666666,0.7142857142857143,0.8722222222222222,0.8352148758289906,425.7919929027557,2153.3722524289733
1,Statlog Heart,1,RandomForest,0.7037037037037037,0.75,0.3333333333333333,0.6428571428571429,0.7083333333333334,0.7836538461538461,4.181318521499634,13.43538143016674
2,Statlog Heart,2,Snapshot Ensemble,0.8148148148148148,0.6666666666666666,0.0666666666666666,0.8888888888888888,0.9333333333333332,0.9329796258229294,354.78304076194763,2715.0071461995444
3,Statlog Heart,2,RandomForest,0.8518518518518519,0.75,0.0666666666666666,0.9,0.8416666666666667,0.8966836734693877,5.172647714614868,19.46572021201805
4,Statlog Heart,3,Snapshot Ensemble,0.8518518518518519,0.75,0.0666666666666666,0.9,0.8666666666666667,0.8824905962569801,293.1334812641144,2300.889677471585
5,Statlog Heart,3,RandomForest,0.8518518518518519,0.75,0.0666666666666666,0.9,0.8416666666666667,0.8966836734693877,4.027691841125488,13.932899192527488
6,Statlog Heart,4,Snapshot Ensemble,0.8148148148148148,0.75,0.1333333333333333,0.8181818181818182,0.8777777777777779,0.8409348350745536,276.8201892375946,1913.293449966996
7,Statlog Heart,4,RandomForest,0.7777777777777778,0.6666666666666666,0.1333333333333333,0.8,0.7666666666666666,0.8333333333333333,3.285708427429199,11.83428587736907
8,Statlog Heart,5,Snapshot Ensemble,0.8518518518518519,0.8333333333333334,0.1333333333333333,0.8333333333333334,0.9444444444444444,0.9523624439064676,216.60807704925537,1368.9771404972782
9,Statlog Heart,5,RandomForest,0.925925925925926,0.9166666666666666,0.0666666666666666,0.9166666666666666,0.925,0.9452683615819208,3.162329912185669,7.760648374204282
10,Statlog Heart,6,Snapshot Ensemble,0.8888888888888888,0.8333333333333334,0.0666666666666666,0.9090909090909092,0.9333333333333332,0.9399096649242554,235.3337516784668,2052.942920614172
11,Statlog Heart,6,RandomForest,0.7777777777777778,0.75,0.2,0.75,0.775,0.8322368421052632,3.6254749298095694,12.73179054260254
12,Statlog Heart,7,Snapshot Ensemble,0.7407407407407407,0.5833333333333334,0.1333333333333333,0.7777777777777778,0.7611111111111113,0.8026815146727836,286.9240572452545,1331.8379984961616
13,Statlog Heart,7,RandomForest,0.7407407407407407,0.5833333333333334,0.1333333333333333,0.7777777777777778,0.7250000000000001,0.8028100775193798,2.558481216430664,6.689654456244575
14,Statlog Heart,8,Snapshot Ensemble,0.8888888888888888,0.9166666666666666,0.1333333333333333,0.8461538461538461,0.9888888888888888,0.9898070339246812,218.93247318267825,1348.9735214798538
15,Statlog Heart,8,RandomForest,0.8888888888888888,0.9166666666666666,0.1333333333333333,0.8461538461538461,0.8916666666666666,0.9156746031746033,2.173001527786255,6.475925445556641
16,Statlog Heart,9,Snapshot Ensemble,0.8518518518518519,0.9166666666666666,0.2,0.7857142857142857,0.9277777777777778,0.8839071454113524,153.67032265663147,1285.0506747210468
17,Statlog Heart,9,RandomForest,0.8888888888888888,0.9166666666666666,0.1333333333333333,0.8461538461538461,0.8916666666666666,0.9156746031746033,2.14509391784668,8.25900501675076
18,Statlog Heart,10,Snapshot Ensemble,0.7777777777777778,0.5833333333333334,0.0666666666666666,0.875,0.8222222222222223,0.8660820394322927,153.6447901725769,990.8835887908936
19,Statlog Heart,10,RandomForest,0.8518518518518519,0.6666666666666666,0.0,1.0,0.8333333333333333,0.9166666666666666,2.159921646118164,5.781253178914389
