,Dataset Name,Metric,p-value,Reject H0,Less
0,Diabetes,Accuracy,0.0,1,1
1,Diabetes,Accuracy,1.0,0,0
2,Diabetes,TPR,0.0,1,1
3,Diabetes,TPR,1.0,0,0
4,Diabetes,FPR,0.0,1,1
5,Diabetes,FPR,1.0,0,0
6,Diabetes,Precision,0.0,1,1
7,Diabetes,Precision,1.0,0,0
8,Diabetes,AUC,0.0,1,1
9,Diabetes,AUC,1.0,0,0
10,Diabetes,AUPRC,0.007,1,1
11,Diabetes,AUPRC,0.994,0,0
12,Diabetes,Training Time,1.0,0,1
13,Diabetes,Training Time,0.0,1,0
14,Diabetes,Inference Time,1.0,0,1
15,Diabetes,Inference Time,0.0,1,0
